propertyType,transactionType,furnished,address,rooms,bathrooms,surfaceArea,amenities,customAmenities,title,description,price (€)
studio,selling,furnished,"Bulevardul Decebal 23, Sector 3, București",1,1,39.8,"['garden', 'parking', 'pool', 'elevator', 'dishwasher-washing']",[],"Studio in Bulevardul Decebal 23, Sector 3, București","Spacious and well-located studio in Bulevardul Decebal 23, Sector 3, București.",63272.89
apartment,selling,furnished,"Strada Aviației 10, Sector 1, București",2,1,56.3,"['heating', 'elevator', 'balcony', 'garden']",[],"Apartment in Strada Aviației 10, Sector 1, București","Spacious and well-located apartment in Strada Aviației 10, Sector 1, București.",116761.57
apartment,selling,furnished,"Strada Rahova 89, Sector 5, București",4,1,111.4,"['pet-friendly', 'elevator', 'wifi', 'air-conditioning', 'gym']",[],"Apartment in Strada Rahova 89, Sector 5, București","Spacious and well-located apartment in Strada Rahova 89, Sector 5, București.",147761.73
apartment,selling,partially-furnished,"Strada Progresului 60, Sector 5, București",4,2,124.9,"['garden', 'wifi', 'balcony', 'pool']",[],"Apartment in Strada Progresului 60, Sector 5, București","Spacious and well-located apartment in Strada Progresului 60, Sector 5, București.",181590.2
penthouse,selling,furnished,"Bulevardul Iuliu Maniu 202, Sector 6, București",4,2,149.4,"['elevator', 'dishwasher-washing', 'pet-friendly']",[],"Penthouse in Bulevardul Iuliu Maniu 202, Sector 6, București","Spacious and well-located penthouse in Bulevardul Iuliu Maniu 202, Sector 6, București.",241634.99
studio,selling,unfurnished,"Bulevardul Decebal 23, Sector 3, București",1,1,38.8,"['dishwasher-washing', 'wifi', 'parking', 'balcony']",[],"Studio in Bulevardul Decebal 23, Sector 3, București","Spacious and well-located studio in Bulevardul Decebal 23, Sector 3, București.",59685.21
house,selling,furnished,"Strada Băneasa 12, Sector 1, București",4,4,136.4,"['pool', 'heating', 'elevator', 'gym']",[],"House in Strada Băneasa 12, Sector 1, București","Spacious and well-located house in Strada Băneasa 12, Sector 1, București.",276328.26
loft,selling,furnished,"Șoseaua Colentina 85, Sector 2, București",3,2,108.5,"['air-conditioning', 'gym']",[],"Loft in Șoseaua Colentina 85, Sector 2, București","Spacious and well-located loft in Șoseaua Colentina 85, Sector 2, București.",202286.43
penthouse,selling,furnished,"Șoseaua Colentina 85, Sector 2, București",3,2,120.1,"['garden', 'gym', 'parking']",[],"Penthouse in Șoseaua Colentina 85, Sector 2, București","Spacious and well-located penthouse in Șoseaua Colentina 85, Sector 2, București.",210292.67
studio,selling,partially-furnished,"Calea Șerban Vodă 112, Sector 4, București",1,1,42.6,"['pool', 'elevator', 'parking', 'wifi', 'pet-friendly', 'air-conditioning']",[],"Studio in Calea Șerban Vodă 112, Sector 4, București","Spacious and well-located studio in Calea Șerban Vodă 112, Sector 4, București.",63031.51
studio,selling,partially-furnished,"Bulevardul Decebal 23, Sector 3, București",1,1,37.3,"['parking', 'balcony', 'garden']",[],"Studio in Bulevardul Decebal 23, Sector 3, București","Spacious and well-located studio in Bulevardul Decebal 23, Sector 3, București.",62879.92
loft,selling,unfurnished,"Strada Lujerului 33, Sector 6, București",2,2,68.9,"['heating', 'balcony', 'pool']",[],"Loft in Strada Lujerului 33, Sector 6, București","Spacious and well-located loft in Strada Lujerului 33, Sector 6, București.",110291.65
studio,selling,furnished,"Strada Băneasa 12, Sector 1, București",1,1,39.2,"['gym', 'wifi']",[],"Studio in Strada Băneasa 12, Sector 1, București","Spacious and well-located studio in Strada Băneasa 12, Sector 1, București.",88188.78
house,selling,furnished,"Șoseaua Colentina 85, Sector 2, București",4,4,115.8,"['wifi', 'dishwasher-washing']",[],"House in Șoseaua Colentina 85, Sector 2, București","Spacious and well-located house in Șoseaua Colentina 85, Sector 2, București.",207113.65
studio,selling,partially-furnished,"Bulevardul Iuliu Maniu 202, Sector 6, București",1,1,37.9,"['parking', 'elevator', 'pool']",[],"Studio in Bulevardul Iuliu Maniu 202, Sector 6, București","Spacious and well-located studio in Bulevardul Iuliu Maniu 202, Sector 6, București.",64496.46
house,selling,partially-furnished,"Strada Turnu Măgurele 145, Sector 4, București",6,3,253.5,"['dishwasher-washing', 'pet-friendly', 'parking']",[],"House in Strada Turnu Măgurele 145, Sector 4, București","Spacious and well-located house in Strada Turnu Măgurele 145, Sector 4, București.",407204.35
studio,selling,partially-furnished,"Strada Progresului 60, Sector 5, București",1,1,39.0,"['parking', 'wifi', 'gym', 'dishwasher-washing']",[],"Studio in Strada Progresului 60, Sector 5, București","Spacious and well-located studio in Strada Progresului 60, Sector 5, București.",59583.9
loft,selling,unfurnished,"Strada Turnu Măgurele 145, Sector 4, București",2,2,77.2,"['balcony', 'elevator', 'parking', 'pet-friendly', 'wifi']",[],"Loft in Strada Turnu Măgurele 145, Sector 4, București","Spacious and well-located loft in Strada Turnu Măgurele 145, Sector 4, București.",110391.37
penthouse,selling,furnished,"Bulevardul Iuliu Maniu 202, Sector 6, București",5,2,208.1,"['heating', 'elevator', 'parking', 'gym', 'wifi']",[],"Penthouse in Bulevardul Iuliu Maniu 202, Sector 6, București","Spacious and well-located penthouse in Bulevardul Iuliu Maniu 202, Sector 6, București.",373031.1
penthouse,selling,partially-furnished,"Strada Băneasa 12, Sector 1, București",5,2,195.2,"['air-conditioning', 'gym']",[],"Penthouse in Strada Băneasa 12, Sector 1, București","Spacious and well-located penthouse in Strada Băneasa 12, Sector 1, București.",466075.14
penthouse,selling,unfurnished,"Strada Rahova 89, Sector 5, București",3,2,122.6,"['wifi', 'pet-friendly']",[],"Penthouse in Strada Rahova 89, Sector 5, București","Spacious and well-located penthouse in Strada Rahova 89, Sector 5, București.",159440.8
studio,selling,partially-furnished,"Calea Șerban Vodă 112, Sector 4, București",1,1,32.1,"['balcony', 'air-conditioning', 'pool', 'garden', 'pet-friendly']",[],"Studio in Calea Șerban Vodă 112, Sector 4, București","Spacious and well-located studio in Calea Șerban Vodă 112, Sector 4, București.",48187.53
loft,selling,furnished,"Strada Lujerului 33, Sector 6, București",3,1,97.1,"['dishwasher-washing', 'garden', 'elevator', 'pool']",[],"Loft in Strada Lujerului 33, Sector 6, București","Spacious and well-located loft in Strada Lujerului 33, Sector 6, București.",159221.17
penthouse,selling,unfurnished,"Strada Aviației 10, Sector 1, București",5,3,195.8,"['parking', 'air-conditioning', 'heating', 'dishwasher-washing', 'pet-friendly', 'balcony']",[],"Penthouse in Strada Aviației 10, Sector 1, București","Spacious and well-located penthouse in Strada Aviației 10, Sector 1, București.",402238.87
penthouse,selling,unfurnished,"Strada Turnu Măgurele 145, Sector 4, București",5,2,197.5,"['balcony', 'elevator']",[],"Penthouse in Strada Turnu Măgurele 145, Sector 4, București","Spacious and well-located penthouse in Strada Turnu Măgurele 145, Sector 4, București.",286411.75
loft,selling,unfurnished,"Bulevardul Iuliu Maniu 202, Sector 6, București",2,2,74.0,"['balcony', 'garden', 'gym']",[],"Loft in Bulevardul Iuliu Maniu 202, Sector 6, București","Spacious and well-located loft in Bulevardul Iuliu Maniu 202, Sector 6, București.",134350.83
loft,selling,unfurnished,"Strada Rahova 89, Sector 5, București",2,2,83.4,"['elevator', 'air-conditioning', 'pet-friendly']",[],"Loft in Strada Rahova 89, Sector 5, București","Spacious and well-located loft in Strada Rahova 89, Sector 5, București.",119935.91
loft,selling,partially-furnished,"Strada Aviației 10, Sector 1, București",3,2,114.4,"['wifi', 'garden']",[],"Loft in Strada Aviației 10, Sector 1, București","Spacious and well-located loft in Strada Aviației 10, Sector 1, București.",274139.74
studio,selling,partially-furnished,"Strada Băneasa 12, Sector 1, București",1,1,36.6,"['pet-friendly', 'pool', 'gym']",[],"Studio in Strada Băneasa 12, Sector 1, București","Spacious and well-located studio in Strada Băneasa 12, Sector 1, București.",83134.83
penthouse,selling,furnished,"Strada Băneasa 12, Sector 1, București",3,3,137.8,"['air-conditioning', 'dishwasher-washing']",[],"Penthouse in Strada Băneasa 12, Sector 1, București","Spacious and well-located penthouse in Strada Băneasa 12, Sector 1, București.",312183.61
penthouse,selling,unfurnished,"Strada Matei Basarab 50, Sector 3, București",5,2,200.6,"['pool', 'air-conditioning']",[],"Penthouse in Strada Matei Basarab 50, Sector 3, București","Spacious and well-located penthouse in Strada Matei Basarab 50, Sector 3, București.",313151.27
studio,selling,furnished,"Strada Lujerului 33, Sector 6, București",1,1,37.8,"['pet-friendly', 'gym', 'dishwasher-washing', 'parking']",[],"Studio in Strada Lujerului 33, Sector 6, București","Spacious and well-located studio in Strada Lujerului 33, Sector 6, București.",67627.72
apartment,selling,unfurnished,"Strada Turnu Măgurele 145, Sector 4, București",2,2,56.8,"['dishwasher-washing', 'wifi', 'pet-friendly', 'garden']",[],"Apartment in Strada Turnu Măgurele 145, Sector 4, București","Spacious and well-located apartment in Strada Turnu Măgurele 145, Sector 4, București.",89225.49
house,selling,partially-furnished,"Strada Lujerului 33, Sector 6, București",4,3,160.3,"['elevator', 'pool', 'air-conditioning', 'gym', 'heating']",[],"House in Strada Lujerului 33, Sector 6, București","Spacious and well-located house in Strada Lujerului 33, Sector 6, București.",285166.32
apartment,selling,unfurnished,"Calea Moșilor 155, Sector 2, București",2,1,57.7,"['air-conditioning', 'wifi', 'pet-friendly']",[],"Apartment in Calea Moșilor 155, Sector 2, București","Spacious and well-located apartment in Calea Moșilor 155, Sector 2, București.",95857.3
penthouse,selling,furnished,"Șoseaua Colentina 85, Sector 2, București",3,3,97.4,"['balcony', 'dishwasher-washing', 'pet-friendly', 'gym']",[],"Penthouse in Șoseaua Colentina 85, Sector 2, București","Spacious and well-located penthouse in Șoseaua Colentina 85, Sector 2, București.",178941.49
apartment,selling,partially-furnished,"Calea Șerban Vodă 112, Sector 4, București",4,1,105.1,"['wifi', 'heating', 'pet-friendly', 'balcony', 'parking']",[],"Apartment in Calea Șerban Vodă 112, Sector 4, București","Spacious and well-located apartment in Calea Șerban Vodă 112, Sector 4, București.",167959.58
apartment,selling,partially-furnished,"Șoseaua Colentina 85, Sector 2, București",2,1,47.4,"['pool', 'garden', 'elevator', 'dishwasher-washing', 'balcony', 'wifi']",[],"Apartment in Șoseaua Colentina 85, Sector 2, București","Spacious and well-located apartment in Șoseaua Colentina 85, Sector 2, București.",76951.16
loft,selling,partially-furnished,"Bulevardul Iuliu Maniu 202, Sector 6, București",2,1,73.3,"['gym', 'elevator', 'pool', 'pet-friendly']",[],"Loft in Bulevardul Iuliu Maniu 202, Sector 6, București","Spacious and well-located loft in Bulevardul Iuliu Maniu 202, Sector 6, București.",136724.55
penthouse,selling,partially-furnished,"Strada Aviației 10, Sector 1, București",5,3,220.4,"['wifi', 'heating']",[],"Penthouse in Strada Aviației 10, Sector 1, București","Spacious and well-located penthouse in Strada Aviației 10, Sector 1, București.",493553.85
penthouse,selling,partially-furnished,"Strada Lujerului 33, Sector 6, București",3,3,137.7,"['gym', 'dishwasher-washing']",[],"Penthouse in Strada Lujerului 33, Sector 6, București","Spacious and well-located penthouse in Strada Lujerului 33, Sector 6, București.",233602.69
penthouse,selling,partially-furnished,"Strada Lujerului 33, Sector 6, București",5,2,176.8,"['wifi', 'pool']",[],"Penthouse in Strada Lujerului 33, Sector 6, București","Spacious and well-located penthouse in Strada Lujerului 33, Sector 6, București.",328642.17
penthouse,selling,unfurnished,"Strada Progresului 60, Sector 5, București",4,2,168.5,"['pet-friendly', 'balcony', 'parking']",[],"Penthouse in Strada Progresului 60, Sector 5, București","Spacious and well-located penthouse in Strada Progresului 60, Sector 5, București.",245753.88
house,selling,partially-furnished,"Șoseaua Colentina 85, Sector 2, București",6,3,230.3,"['gym', 'dishwasher-washing', 'garden', 'pet-friendly', 'air-conditioning', 'wifi']",[],"House in Șoseaua Colentina 85, Sector 2, București","Spacious and well-located house in Șoseaua Colentina 85, Sector 2, București.",452908.7
studio,selling,partially-furnished,"Calea Șerban Vodă 112, Sector 4, București",1,1,30.9,"['pool', 'pet-friendly', 'heating', 'gym', 'parking', 'balcony']",[],"Studio in Calea Șerban Vodă 112, Sector 4, București","Spacious and well-located studio in Calea Șerban Vodă 112, Sector 4, București.",47252.89
house,selling,partially-furnished,"Strada Turnu Măgurele 145, Sector 4, București",4,2,162.8,"['wifi', 'pool', 'dishwasher-washing', 'elevator']",[],"House in Strada Turnu Măgurele 145, Sector 4, București","Spacious and well-located house in Strada Turnu Măgurele 145, Sector 4, București.",253312.61
penthouse,selling,unfurnished,"Strada Turnu Măgurele 145, Sector 4, București",5,3,192.4,"['parking', 'air-conditioning', 'balcony', 'garden']",[],"Penthouse in Strada Turnu Măgurele 145, Sector 4, București","Spacious and well-located penthouse in Strada Turnu Măgurele 145, Sector 4, București.",294285.62
apartment,selling,furnished,"Strada Matei Basarab 50, Sector 3, București",4,2,106.6,"['garden', 'pool', 'parking', 'dishwasher-washing', 'elevator', 'air-conditioning']",[],"Apartment in Strada Matei Basarab 50, Sector 3, București","Spacious and well-located apartment in Strada Matei Basarab 50, Sector 3, București.",166265.49
loft,selling,partially-furnished,"Strada Matei Basarab 50, Sector 3, București",3,2,95.4,"['balcony', 'parking', 'wifi']",[],"Loft in Strada Matei Basarab 50, Sector 3, București","Spacious and well-located loft in Strada Matei Basarab 50, Sector 3, București.",166095.12
house,selling,unfurnished,"Strada Aviației 10, Sector 1, București",5,3,193.5,"['dishwasher-washing', 'air-conditioning', 'balcony']",[],"House in Strada Aviației 10, Sector 1, București","Spacious and well-located house in Strada Aviației 10, Sector 1, București.",447027.09
apartment,selling,partially-furnished,"Strada Băneasa 12, Sector 1, București",3,1,103.2,"['pool', 'wifi', 'elevator']",[],"Apartment in Strada Băneasa 12, Sector 1, București","Spacious and well-located apartment in Strada Băneasa 12, Sector 1, București.",224894.5
penthouse,selling,unfurnished,"Șoseaua Colentina 85, Sector 2, București",4,2,135.8,"['dishwasher-washing', 'pool', 'wifi', 'air-conditioning', 'gym']",[],"Penthouse in Șoseaua Colentina 85, Sector 2, București","Spacious and well-located penthouse in Șoseaua Colentina 85, Sector 2, București.",258030.19
apartment,selling,unfurnished,"Strada Progresului 60, Sector 5, București",3,2,78.5,"['pool', 'wifi', 'garden']",[],"Apartment in Strada Progresului 60, Sector 5, București","Spacious and well-located apartment in Strada Progresului 60, Sector 5, București.",120371.62
